id,age,status,country,created_at
1349,96,free,US,2023-04-16 01:19:22.159175
1350,25,free,US,2023-09-18 17:56:41.295329
1351,41,trial,US,2023-02-26 06:52:23.358513
1352,92,paid,US,2023-08-08 13:05:37.767296
1353,90,trial,IF,2023-08-28 16:32:51.849461
1354,59,free,IF,2023-12-19 19:10:48.451532
1355,49,free,IF,2023-05-18 15:04:54.844513
1356,31,free,US,2023-07-18 05:16:20.308466
1357,36,free,US,2023-09-04 22:32:22.703417
1358,53,free,BR,2023-08-12 21:01:35.236179
1359,33,trial,IF,2023-11-22 15:26:17.91218
1360,56,paid,BR,2023-10-27 09:54:41.031712
1361,25,paid,BR,2023-06-03 07:27:59.840915
1362,69,free,FR,2023-08-16 10:03:56.264019
1363,19,paid,US,2023-03-01 12:06:44.730859
1364,64,free,FR,2023-06-09 12:17:57.142843
1365,44,paid,US,2023-02-01 00:31:18.977602
1366,94,free,BR,2023-04-16 08:00:07.472996
1367,85,paid,BR,2023-04-04 08:14:39.629103
1368,61,free,BR,2023-11-16 14:57:17.91584
1369,89,free,US,2023-09-02 10:02:49.915001
1370,59,free,BR,2023-12-24 20:31:07.779465
1371,84,free,IF,2023-03-24 05:38:23.468334
1372,60,trial,US,2023-10-31 20:26:50.14881
1373,85,free,US,2023-01-12 00:50:35.689003
1374,86,paid,BR,2023-04-14 13:59:17.517871
1375,37,free,BR,2023-09-05 20:20:37.079248
1376,73,free,IF,2023-07-22 01:50:37.2349
1377,89,paid,BR,2023-11-18 20:00:21.747581
1378,70,free,BR,2023-05-15 23:26:49.263545
1379,23,free,BR,2023-01-18 12:19:22.632184
1380,50,paid,IF,2023-12-11 11:07:36.441929
1381,71,free,BR,2023-07-16 16:28:47.472616
1382,84,free,US,2023-04-28 11:30:41.232701
1383,28,trial,BR,2023-06-15 11:31:52.903889
1384,60,trial,BR,2023-02-08 20:47:15.608748
1385,35,paid,US,2023-02-02 20:36:13.597485
1386,92,paid,US,2023-10-25 04:10:52.682142
1387,54,free,IF,2023-08-07 00:19:37.950059
1388,40,free,US,2023-07-13 06:23:13.078812
1389,79,paid,US,2023-09-21 04:21:28.080127
1390,69,free,IF,2023-10-18 00:29:00.2459
1391,56,paid,BR,2023-08-29 23:17:47.329699
1392,27,paid,IF,2023-09-30 07:40:22.466865
1393,40,free,US,2023-07-26 05:13:59.217086
1394,98,paid,US,2023-07-04 23:17:01.245268
1395,56,free,US,2023-12-08 14:11:38.302259
1396,76,paid,FR,2023-05-10 14:07:10.676858
1397,50,free,BR,2023-05-20 20:23:45.718768
1398,24,free,BR,2023-11-14 15:06:36.922431
1399,33,free,BR,2023-05-09 15:26:45.262296
1400,87,free,US,2023-06-05 06:57:40.444616
1401,53,paid,US,2023-02-09 03:52:08.030877
1402,64,free,US,2023-10-20 22:14:11.30705
1403,22,free,US,2023-02-15 09:55:13.920771
1404,47,free,BR,2023-02-09 13:39:11.801936
1405,77,paid,US,2023-07-19 16:40:11.401983
1406,46,free,US,2023-05-11 19:47:24.72193
1407,38,free,BR,2023-08-26 12:58:24.458706
1408,21,free,US,2023-04-26 15:08:38.107865
1409,95,free,IF,2023-01-02 13:19:56.163306
1410,20,free,US,2023-01-14 13:36:53.672349
1411,67,trial,US,2023-06-06 19:41:52.822706
1412,96,free,US,2023-03-23 22:38:57.101754
1413,77,free,US,2023-11-01 16:29:00.926159
1414,90,paid,FR,2023-06-06 15:42:30.807718
1415,77,free,US,2023-08-28 19:22:28.996256
1416,74,trial,US,2023-09-14 21:17:16.791124
1417,85,free,US,2023-04-05 18:13:00.895816
1418,67,free,BR,2023-09-22 17:25:38.444245
1419,33,free,US,2023-04-01 01:55:08.363723
1420,62,paid,IF,2023-02-21 20:25:28.714857
1421,91,trial,IF,2023-03-20 22:21:16.194107
1422,66,free,US,2023-04-15 21:28:37.019544
1423,52,free,US,2023-03-23 12:35:44.530526
1424,89,free,BR,2023-06-01 05:26:42.553667
1425,39,free,US,2023-04-05 03:05:06.14594
1426,52,free,US,2023-07-16 06:02:46.68728
1427,81,free,US,2023-01-10 18:09:16.600075
1428,26,trial,US,2023-09-02 09:47:01.195932
1429,59,free,BR,2023-10-24 21:23:35.834634
1430,62,free,US,2023-04-28 13:09:50.610828
1431,53,paid,IF,2023-05-12 07:16:40.38942
1432,25,trial,US,2023-08-16 00:09:54.122718
1433,72,free,BR,2023-12-08 05:46:21.09956
1434,79,trial,BR,2023-09-06 13:50:44.682013
1435,37,free,US,2023-01-20 22:08:45.465642
1436,54,free,BR,2023-10-03 04:30:27.016992
1437,41,paid,BR,2023-09-06 17:31:42.78738
1438,30,free,US,2023-02-16 22:07:45.944216
1439,68,free,US,2023-05-18 13:55:26.135899
1440,47,paid,US,2023-12-30 03:56:10.879368
1441,56,trial,BR,2023-04-03 06:18:27.030011
1442,56,free,US,2023-11-11 14:14:44.806685
1443,25,paid,US,2023-06-15 07:41:27.209539
1444,85,free,US,2023-07-08 22:43:27.579611
1445,70,free,BR,2023-07-18 18:24:53.734297
1446,74,free,IF,2023-12-31 09:34:40.275117
1447,66,free,FR,2023-11-19 03:07:40.216428
1448,20,paid,BR,2023-11-25 07:48:18.31131
1449,59,free,BR,2023-09-18 22:04:39.217305
1450,40,free,BR,2023-04-24 19:05:33.163534
1451,79,free,US,2023-04-22 06:17:45.719344
1452,58,free,BR,2023-07-23 08:13:45.345414
1453,72,free,BR,2023-08-29 14:52:40.743105
1454,51,free,US,2023-04-05 02:43:05.1759
1455,29,free,US,2023-07-13 17:34:25.278608
1456,66,paid,US,2023-05-04 10:25:07.287731
1457,97,free,US,2023-01-14 01:13:03.704278
1458,42,free,BR,2023-03-01 17:58:45.141046
1459,40,trial,US,2023-05-26 18:34:42.406022
1460,84,free,US,2023-10-02 23:06:01.934355
1461,49,free,IF,2023-05-01 01:48:55.249656
1462,25,free,US,2023-01-15 16:48:54.307405
1463,51,free,US,2023-06-19 13:47:09.482177
1464,39,trial,BR,2023-12-15 18:05:14.332031
1465,88,paid,US,2023-05-12 19:34:33.453517
1466,26,free,BR,2023-09-16 01:26:46.167123
1467,46,paid,FR,2023-06-14 18:41:30.911954
1468,50,free,US,2023-02-04 00:21:31.193838
1469,29,free,BR,2023-12-25 09:13:17.214692
1470,37,free,BR,2023-01-26 12:33:02.350728
1471,91,paid,FR,2023-08-05 22:23:44.779094
1472,42,free,US,2023-05-16 15:24:56.407131
1473,52,trial,BR,2023-12-01 10:28:38.589311
1474,24,trial,US,2023-11-03 11:56:07.395894
1475,54,free,US,2023-12-09 19:27:15.503953
1476,31,trial,BR,2023-02-05 15:04:11.795182
1477,21,free,US,2023-09-12 16:50:18.797218
1478,49,free,US,2023-10-30 11:57:22.313983
1479,61,free,BR,2023-08-15 11:23:02.100566
1480,95,free,BR,2023-12-29 07:19:45.861843
1481,46,free,US,2023-04-13 16:50:54.423379
1482,31,free,BR,2023-01-13 01:41:44.473801
1483,89,trial,US,2023-03-05 01:48:39.096194
1484,64,paid,IF,2023-10-02 21:23:48.428409
1485,96,trial,US,2023-12-02 03:54:50.428432
1486,43,trial,BR,2023-06-15 19:07:23.066326
1487,63,trial,BR,2023-12-12 04:17:00.714378
1488,46,paid,US,2023-10-30 23:05:05.54472
1489,20,free,US,2023-11-03 15:08:48.876053
1490,40,free,IF,2023-05-24 22:29:14.004992
1491,34,free,BR,2023-09-28 02:59:27.220394
1492,79,paid,US,2023-03-11 19:06:01.800967
1493,42,trial,US,2023-12-04 17:57:41.388328
1494,75,trial,BR,2023-02-26 17:46:56.151112
1495,95,paid,US,2023-01-14 22:08:38.638437
1496,60,trial,US,2023-03-16 11:21:12.647962
1497,52,paid,BR,2023-11-23 08:01:54.340799
1498,48,free,US,2023-05-02 05:46:12.236304
1499,47,free,BR,2023-12-31 00:35:53.498817
1500,72,paid,BR,2023-06-25 21:32:55.823425
1501,91,free,US,2023-07-07 16:49:48.113118
1502,29,paid,BR,2023-05-31 06:41:36.830862
1503,52,free,US,2023-09-23 18:44:10.958862
1504,73,free,US,2023-11-21 05:44:17.221446
1505,98,free,US,2023-07-10 09:39:56.803964
1506,28,free,US,2023-03-05 00:08:53.064929
1507,25,free,FR,2023-09-11 11:29:46.975256
1508,21,free,BR,2023-01-14 17:54:54.935266
1509,88,free,BR,2023-09-02 01:05:03.475778
1510,30,free,US,2023-09-03 19:17:02.351577
1511,24,free,BR,2023-06-17 03:40:46.595359
1512,23,free,US,2023-10-27 00:34:00.901113
1513,90,free,FR,2023-08-29 08:15:20.683175
1514,53,free,BR,2023-02-01 00:57:42.88674
1515,92,paid,US,2023-11-30 21:11:39.444489
1516,84,free,IF,2023-06-21 18:57:09.505811
1517,59,free,BR,2023-08-21 23:13:12.178584
1518,36,trial,IF,2023-04-22 13:09:19.604317
1519,62,trial,US,2023-05-17 15:10:52.459916
1520,34,paid,US,2023-10-18 19:17:55.81659
1521,61,free,US,2023-07-16 13:58:32.337321
1522,86,paid,BR,2023-06-05 16:28:23.66352
1523,53,paid,US,2023-11-17 09:51:48.378931
1524,41,free,US,2023-03-07 19:01:12.915604
1525,36,free,IF,2023-03-12 18:33:22.450769
1526,54,trial,US,2023-08-14 05:41:17.788394
1527,74,trial,US,2023-04-10 05:17:48.721009
1528,37,free,BR,2023-11-07 15:56:31.755019
1529,71,free,BR,2023-10-02 22:30:20.99063
1530,81,free,US,2023-04-24 23:11:56.211407
1531,42,trial,BR,2023-05-06 10:59:06.406762
1532,93,paid,US,2023-05-22 21:48:11.902244
1533,80,free,BR,2023-08-29 19:26:54.218884
1534,81,paid,BR,2023-08-01 21:56:11.000522
1535,24,free,US,2023-05-04 21:23:17.759023
1536,94,free,US,2023-10-07 08:44:31.804354
1537,58,paid,US,2023-07-28 13:51:27.246428
1538,23,paid,FR,2023-07-03 17:51:10.507062
1539,38,free,BR,2023-12-08 08:54:11.46388
1540,95,free,FR,2023-12-30 05:51:08.265965
1541,56,free,US,2023-03-06 04:51:01.480903
1542,44,free,BR,2023-06-04 15:57:52.236401
1543,52,trial,US,2023-02-08 09:32:52.509992
1544,63,paid,BR,2023-07-22 20:33:58.116331
1545,25,paid,IF,2023-07-28 15:50:44.959904
1546,34,free,BR,2023-08-03 22:35:01.674339
1547,23,paid,US,2023-06-25 12:37:24.519682
1548,85,free,BR,2023-11-03 02:42:50.952788
1549,94,free,BR,2023-10-24 22:29:19.511546
1550,36,paid,US,2023-04-07 14:12:40.30423
1551,57,free,US,2023-05-10 19:49:50.836047
1552,57,free,US,2023-09-15 23:38:43.706822
1553,95,free,BR,2023-01-28 08:35:33.484067
1554,27,free,BR,2023-04-22 14:15:34.13316
1555,80,free,US,2023-03-31 19:07:44.014573
1556,95,free,US,2023-05-15 22:18:41.403376
1557,72,free,BR,2023-05-30 06:38:41.576363
1558,49,trial,BR,2023-10-25 09:47:27.332238
1559,33,free,BR,2023-12-11 06:13:56.229815
1560,74,free,BR,2023-11-13 08:00:30.20686
1561,37,paid,US,2023-08-05 21:54:04.290804
1562,44,free,IF,2023-03-04 16:12:32.673359
1563,22,free,US,2023-04-14 17:49:49.920961
1564,30,trial,US,2023-01-14 07:49:22.69707
1565,38,free,US,2023-09-28 14:32:33.59685
1566,50,free,BR,2023-05-15 19:33:29.084332
1567,19,free,US,2023-01-12 15:12:24.832589
1568,30,paid,US,2023-09-19 21:16:24.480252
1569,84,trial,US,2023-05-05 10:26:17.237891
1570,54,free,US,2023-08-15 19:54:07.328187
1571,54,free,BR,2023-08-07 16:13:51.469574
1572,20,free,IF,2023-09-01 17:34:31.236185
1573,28,paid,US,2023-03-20 03:58:21.704423
1574,42,free,BR,2023-12-06 02:34:20.258934
1575,35,free,US,2023-12-04 17:52:03.091349
1576,27,free,US,2023-07-07 09:37:32.505516
1577,44,free,US,2023-05-04 01:40:17.373982
1578,57,free,US,2023-11-06 12:12:56.620003
1579,58,free,BR,2023-10-27 10:05:03.362992
1580,62,trial,US,2023-04-07 07:46:44.045501
1581,41,trial,IF,2023-10-17 03:00:53.39674
1582,26,trial,BR,2023-05-12 23:40:23.728484
1583,90,free,US,2023-03-30 15:35:49.783657
1584,54,trial,BR,2023-06-23 09:43:46.297362
1585,70,free,BR,2023-12-06 03:00:40.964217
1586,20,paid,BR,2023-06-13 04:33:15.656887
1587,57,free,BR,2023-02-15 04:29:24.973958
1588,92,free,US,2023-06-05 18:09:33.184034
1589,88,paid,US,2023-01-25 18:13:16.871534
1590,97,free,US,2023-04-08 20:58:49.044089
1591,19,free,US,2023-12-29 13:16:07.473866
1592,66,free,BR,2023-11-17 18:55:00.144162
1593,22,paid,US,2023-11-04 14:26:06.885866
1594,44,free,BR,2023-01-14 22:57:44.981898
1595,21,free,BR,2023-07-29 13:56:40.688981
1596,42,free,FR,2023-12-16 12:41:44.953526
1597,50,paid,US,2023-09-02 12:49:03.166117
1598,89,free,IF,2023-08-01 15:55:46.400245
1599,80,paid,IF,2023-08-07 16:17:06.312997
1600,24,paid,BR,2023-02-10 11:37:32.360609
1601,78,paid,US,2023-03-27 15:27:13.605533
1602,35,free,BR,2023-11-05 04:52:16.055103
1603,41,free,US,2023-11-13 06:43:29.483855
1604,49,free,US,2023-10-20 03:05:06.557968
1605,39,trial,BR,2023-03-23 12:30:00.546203
1606,24,free,US,2023-08-02 01:00:55.951024
1607,81,free,FR,2023-01-14 05:29:00.00896
1608,80,free,US,2023-03-12 00:56:37.447203
1609,70,free,US,2023-03-29 13:36:39.063857
1610,50,free,BR,2023-05-28 03:25:39.21076
1611,48,paid,BR,2023-09-17 12:36:41.295424
1612,73,free,IF,2023-12-22 17:19:09.234981
1613,41,free,US,2023-10-19 12:10:31.112798
1614,95,free,BR,2023-03-26 15:24:21.467249
1615,79,free,FR,2023-09-27 12:22:57.98126
1616,70,paid,BR,2023-05-08 20:58:12.121614
1617,94,free,US,2023-02-24 19:16:05.786541
1618,23,free,US,2023-10-14 22:09:17.083905
1619,89,free,US,2023-03-21 16:34:54.586167
1620,23,free,US,2023-02-06 19:11:25.683392
1621,96,trial,US,2023-01-29 08:27:29.59266
1622,46,free,BR,2023-09-16 09:12:34.914935
1623,89,paid,US,2023-05-25 08:11:29.635008
1624,46,free,BR,2023-05-12 19:25:56.797822
1625,22,free,BR,2023-05-10 18:15:03.806627
1626,84,free,FR,2023-04-07 19:19:00.113394
1627,52,free,BR,2023-08-14 09:12:01.521636
1628,57,free,US,2023-01-25 16:38:56.042295
1629,65,paid,BR,2023-07-31 19:42:19.880737
1630,76,paid,BR,2023-01-06 13:48:08.855408
1631,71,free,FR,2023-01-05 10:15:49.261658
1632,66,free,IF,2023-06-25 04:52:53.056884
1633,84,free,BR,2023-02-13 23:31:31.966594
1634,42,paid,BR,2023-11-21 16:04:02.273846
1635,96,free,IF,2023-01-10 14:52:04.096404
1636,63,free,US,2023-11-08 07:32:55.172662
1637,58,free,US,2023-10-12 10:17:06.792464
1638,20,paid,US,2023-01-08 13:04:59.456547
1639,93,paid,US,2023-05-05 19:24:50.714246
1640,24,trial,US,2023-06-21 13:53:40.226513
1641,82,free,BR,2023-02-24 14:57:42.44488
1642,21,trial,BR,2023-02-02 00:48:22.200786
1643,78,paid,US,2023-01-22 22:43:31.945134
1644,61,free,BR,2023-01-02 19:51:12.106214
1645,67,free,US,2023-02-27 17:17:23.031534
1646,75,free,US,2023-05-10 19:42:37.104968
1647,48,free,IF,2023-03-28 22:51:21.24333
1648,65,free,FR,2023-02-15 04:07:53.476989
1649,66,paid,US,2023-01-11 02:28:13.388003
1650,37,free,US,2023-05-24 11:34:09.643312
1651,86,free,IF,2023-01-02 12:08:18.151066
1652,89,trial,FR,2023-06-03 06:54:50.441646
1653,26,free,BR,2023-02-08 10:13:04.326774
1654,92,paid,US,2023-03-02 04:51:33.755785
1655,65,free,BR,2023-04-08 14:02:40.599263
1656,72,paid,US,2023-06-26 02:27:15.905068
1657,37,paid,US,2023-09-19 16:22:48.46791
1658,18,trial,US,2023-02-25 14:11:17.671596
1659,32,trial,BR,2023-12-08 13:38:34.311465
1660,95,paid,FR,2023-01-05 21:21:11.481411
1661,60,free,BR,2023-08-17 06:51:42.370415
1662,37,free,US,2023-05-23 06:37:47.697092
1663,77,free,BR,2023-11-26 13:19:16.824083
1664,66,free,US,2023-04-01 18:23:27.703961
1665,63,free,IF,2023-03-26 08:15:00.761309
1666,65,free,IF,2023-02-25 21:45:37.920807
1667,32,free,FR,2023-02-15 23:12:10.439393
1668,25,free,US,2023-10-30 15:57:19.736763
1669,33,trial,US,2023-07-08 13:03:10.735312
1670,83,trial,BR,2023-06-23 19:08:38.904326
1671,95,free,BR,2023-08-22 02:09:17.270324
1672,51,paid,BR,2023-11-20 02:00:55.32184
1673,83,free,FR,2023-03-11 12:32:05.201468
1674,24,free,US,2023-01-12 00:52:20.789578
1675,32,free,BR,2023-02-23 01:18:14.761533
1676,73,trial,IF,2023-07-13 14:42:02.990095
1677,67,free,US,2023-11-25 00:31:13.235431
1678,86,paid,US,2023-05-10 13:05:29.106861
1679,91,paid,US,2023-05-21 02:44:50.16625
1680,53,trial,US,2023-08-16 12:55:09.382609
1681,19,free,US,2023-01-25 23:39:37.811569
1682,34,free,US,2023-02-28 06:43:09.929688
1683,49,free,BR,2023-01-27 01:29:46.444667
1684,22,free,US,2023-03-29 09:28:56.918499
1685,69,free,BR,2023-10-08 22:50:50.536968
1686,81,free,US,2023-06-09 18:06:11.711891
1687,76,free,US,2023-02-15 20:01:02.630924
1688,87,free,US,2023-06-10 19:33:48.951598
1689,58,free,US,2023-08-16 12:18:13.072337
1690,38,paid,BR,2023-04-18 13:28:56.310055
1691,41,trial,US,2023-07-19 05:09:32.801252
1692,40,free,BR,2023-03-20 08:54:38.530963
1693,77,free,BR,2023-09-18 06:07:28.621861
1694,84,trial,FR,2023-05-13 20:26:24.130868
1695,67,free,BR,2023-01-28 06:18:07.019272
1696,43,trial,BR,2023-09-01 18:45:27.580378
1697,79,paid,US,2023-06-13 03:27:37.948878
1698,30,free,US,2023-11-26 07:16:50.931434
1699,62,paid,US,2023-02-19 16:04:48.261095
1700,72,free,BR,2023-09-24 16:49:08.783051
1701,41,free,BR,2023-01-09 13:53:00.523329
1702,28,free,BR,2023-02-04 23:42:23.796627
1703,85,free,FR,2023-05-11 12:39:07.401166
1704,48,paid,US,2023-12-26 19:06:57.175951
1705,95,trial,BR,2023-05-15 20:06:30.990032
1706,25,free,US,2023-03-29 07:11:21.983782
1707,21,paid,US,2023-01-01 04:09:04.434907
1708,45,trial,IF,2023-04-07 23:51:57.126088
1709,84,free,US,2023-03-23 05:06:15.31115
1710,97,free,BR,2023-02-13 15:13:23.543831
1711,84,free,US,2023-12-09 19:40:58.265829
1712,27,free,BR,2023-06-07 06:59:42.294386
1713,63,free,US,2023-11-25 13:22:54.803634
1714,60,free,IF,2023-05-30 11:43:59.909543
1715,83,free,US,2023-04-24 04:34:33.527303
1716,91,trial,BR,2023-10-07 22:20:04.228501
1717,67,paid,US,2023-01-19 11:02:33.003352
1718,63,free,US,2023-10-29 08:11:44.426622
1719,97,paid,BR,2023-05-23 05:01:49.660743
1720,63,trial,US,2023-01-28 13:46:26.463796
1721,86,free,IF,2023-03-16 22:27:03.102339
1722,88,paid,US,2023-12-27 11:39:24.358957
1723,70,paid,BR,2023-04-22 13:37:00.947223
1724,88,free,US,2023-02-22 22:40:07.536669
1725,75,paid,US,2023-10-05 21:34:55.831655
1726,52,free,BR,2023-01-17 00:29:57.619957
1727,23,free,IF,2023-07-07 05:32:24.17834
1728,30,trial,US,2023-03-01 02:15:29.829759
1729,33,paid,IF,2023-07-06 09:00:44.232429
1730,46,free,BR,2023-10-06 02:51:36.965818
1731,70,free,US,2023-08-01 20:59:30.635601
1732,34,free,BR,2023-08-03 20:40:05.702026
1733,19,free,US,2023-02-04 07:32:16.662224
1734,75,free,FR,2023-11-11 21:30:36.660901
1735,82,free,US,2023-05-05 20:00:12.308918
1736,30,free,US,2023-04-09 01:09:12.820461
1737,73,free,BR,2023-08-07 10:13:34.541175
1738,49,free,BR,2023-11-02 17:59:31.698047
1739,73,free,BR,2023-01-11 13:51:46.410738
1740,37,free,US,2023-07-20 17:38:12.332205
1741,35,free,IF,2023-04-16 21:45:42.80174
1742,65,free,US,2023-12-25 10:54:52.426743
1743,57,free,BR,2023-07-23 05:25:57.182197
1744,73,paid,US,2023-02-07 21:01:06.616516
1745,84,paid,US,2023-01-27 01:15:02.285175
1746,58,trial,BR,2023-05-11 08:31:36.009672
1747,65,free,FR,2023-04-01 06:41:55.255435
1748,87,free,US,2023-12-07 14:56:03.383932
1749,84,paid,US,2023-11-17 07:18:01.95506
1750,40,paid,IF,2023-11-22 11:56:39.421115
1751,25,trial,IF,2023-05-19 15:03:56.994625
1752,96,free,US,2023-04-28 22:50:32.918918
1753,53,paid,US,2023-06-28 01:20:51.079607
1754,50,paid,US,2023-05-26 16:15:11.190652
1755,34,free,BR,2023-12-26 17:34:55.668614
1756,78,free,US,2023-12-30 22:26:12.852464
1757,92,free,US,2023-03-08 19:46:02.608677
1758,50,paid,IF,2023-05-29 04:53:44.060025
1759,24,trial,US,2023-05-02 02:04:14.959554
1760,42,paid,BR,2023-12-07 15:53:00.431015
1761,19,free,BR,2023-04-19 19:21:15.523468
1762,63,free,BR,2023-01-29 04:54:05.471727
1763,25,free,US,2023-07-13 07:46:59.017337
1764,97,free,FR,2023-01-24 11:30:32.892328
1765,49,paid,IF,2023-04-19 17:45:27.148836
1766,24,paid,US,2023-08-09 11:21:47.891849
1767,94,paid,US,2023-01-15 03:32:02.176078
1768,60,paid,IF,2023-10-22 01:21:52.469457
1769,80,free,US,2023-11-29 07:28:13.073231
1770,30,free,IF,2023-10-24 18:37:44.857492
1771,66,trial,BR,2023-05-13 05:03:50.711991
1772,68,free,IF,2023-06-26 09:40:31.68154
1773,57,free,US,2023-07-03 18:55:50.424264
1774,53,free,BR,2023-09-20 15:22:05.283376
1775,79,trial,US,2023-06-05 08:48:53.932577
1776,92,free,BR,2023-07-01 16:36:45.508224
1777,20,paid,FR,2023-03-04 22:04:39.100111
1778,52,free,US,2023-02-03 04:08:53.332721
1779,31,free,US,2023-06-22 08:32:43.331258
1780,45,trial,BR,2023-10-20 15:02:01.328158
1781,23,free,US,2023-11-29 01:23:36.425335
1782,83,paid,US,2023-11-10 10:03:28.62111
1783,97,free,BR,2023-08-28 04:57:57.561453
1784,42,free,US,2023-06-10 23:20:28.188958
1785,34,trial,US,2023-12-15 12:44:23.963784
1786,54,trial,FR,2023-11-02 08:21:37.00128
1787,78,trial,US,2023-11-05 11:55:18.020688
1788,41,free,FR,2023-04-29 09:34:02.354549
1789,88,free,IF,2023-07-19 13:12:55.977018
1790,39,paid,BR,2023-07-19 12:16:53.915475
1791,55,free,BR,2023-12-27 05:02:12.863502
1792,69,paid,FR,2023-07-08 14:11:01.271629
1793,40,trial,IF,2023-05-14 09:10:23.334557
1794,38,paid,BR,2023-09-21 08:02:10.425298
1795,90,trial,US,2023-06-09 03:11:29.593124
1796,96,free,BR,2023-05-10 18:23:58.91111
1797,55,free,US,2023-03-01 06:25:33.440414
1798,40,free,BR,2023-02-26 19:22:08.441401
1799,92,paid,US,2023-06-22 10:20:20.470556
1800,72,trial,IF,2023-11-04 19:05:07.121216
1801,86,trial,BR,2023-01-12 15:37:36.162774
1802,28,trial,BR,2023-05-20 02:15:04.426099
1803,30,free,US,2023-05-02 15:40:42.822374
1804,29,trial,US,2023-09-06 01:38:46.199663
1805,51,free,US,2023-05-05 18:35:42.463138
1806,63,free,US,2023-06-20 17:00:46.767916
1807,34,trial,BR,2023-01-13 11:32:08.705453
1808,36,free,IF,2023-11-17 03:01:22.039597
1809,54,trial,FR,2023-03-27 04:54:28.729357
1810,55,free,US,2023-07-27 21:38:35.792206
1811,65,free,BR,2023-10-10 09:09:46.215259
1812,47,free,US,2023-10-30 11:11:17.00597
1813,89,trial,IF,2023-08-21 07:33:16.845393
1814,63,free,US,2023-06-20 18:50:40.805284
1815,91,paid,US,2023-02-07 18:00:59.087597
1816,51,paid,US,2023-05-20 05:37:02.834423
1817,85,free,IF,2023-08-12 19:35:54.379258
1818,23,free,FR,2023-11-07 02:27:01.908751
1819,71,free,US,2023-02-07 22:03:01.057122
1820,84,free,US,2023-07-06 07:46:03.244288
1821,72,free,BR,2023-10-28 00:43:22.986737
1822,22,paid,US,2023-08-08 22:45:41.373977
1823,85,free,US,2023-09-20 07:45:50.27542
1824,95,free,US,2023-08-22 01:03:29.340985
1825,76,paid,BR,2023-02-14 12:50:19.648196
1826,85,free,BR,2023-01-04 17:50:56.781192
1827,71,free,US,2023-08-06 22:20:04.730819
1828,52,paid,FR,2023-08-13 21:40:13.077306
1829,61,trial,US,2023-12-04 18:16:51.167253
1830,72,free,US,2023-05-22 23:48:26.722857
1831,55,free,BR,2023-03-17 02:53:24.793276
1832,36,paid,US,2023-12-30 17:04:35.424411
1833,68,trial,US,2023-02-27 18:08:50.003071
1834,82,free,BR,2023-08-07 11:53:52.441703
1835,66,free,US,2023-01-30 08:03:30.38054
1836,37,free,BR,2023-07-25 19:11:20.921096
1837,50,free,IF,2023-07-01 21:12:12.139019
1838,89,paid,US,2023-10-18 02:02:00.494228
1839,94,paid,IF,2023-10-30 16:10:37.160302
1840,86,free,BR,2023-06-05 20:59:42.257271
1841,40,free,US,2023-04-22 11:22:59.935978
1842,21,free,BR,2023-08-08 00:01:08.206463
1843,51,free,US,2023-03-22 01:39:06.451513
1844,38,free,BR,2023-03-17 00:42:45.861399
1845,23,trial,US,2023-03-09 08:18:31.117039
1846,57,trial,BR,2023-02-25 12:28:37.509816
1847,97,free,US,2023-03-09 11:49:43.436649
1848,91,free,US,2023-08-10 22:46:19.518655
1849,95,free,US,2023-01-18 15:41:07.803379
1850,83,paid,US,2023-12-18 06:27:50.004189
1851,77,trial,BR,2023-08-02 13:34:36.995602
1852,41,trial,IF,2023-01-02 22:17:44.636646
1853,65,free,US,2023-04-30 18:59:41.339563
1854,44,free,BR,2023-12-03 22:07:52.770818
1855,83,free,BR,2023-03-04 07:17:27.781446
1856,27,paid,BR,2023-12-27 09:42:23.920638
1857,88,paid,US,2023-09-29 18:43:22.738143
1858,86,free,US,2023-08-22 16:45:14.888392
1859,20,free,US,2023-12-15 10:34:35.744875
1860,39,paid,FR,2023-05-17 04:02:31.586115
1861,64,free,BR,2023-04-25 15:03:41.237394
1862,29,trial,FR,2023-08-19 22:37:42.783285
1863,72,trial,BR,2023-06-24 20:21:51.708606
1864,67,free,FR,2023-10-17 02:11:28.55747
1865,41,free,BR,2023-11-15 05:28:28.539859
1866,33,free,US,2023-03-17 08:55:08.143194
1867,85,trial,IF,2023-09-05 22:55:57.128909
1868,92,free,US,2023-11-03 00:57:33.864598
1869,69,free,US,2023-12-09 09:31:57.400686
1870,54,free,BR,2023-09-04 06:49:01.000064
1871,22,paid,US,2023-09-13 21:01:03.278907
1872,35,free,IF,2023-06-28 10:58:35.468319
1873,42,paid,BR,2023-05-16 15:36:42.403932
1874,21,paid,US,2023-01-20 00:38:20.058048
1875,66,paid,BR,2023-03-06 06:49:16.074677
1876,48,free,US,2023-12-04 22:25:39.850756
1877,94,free,IF,2023-03-27 15:26:20.568626
1878,33,free,US,2023-07-10 06:50:48.799079
1879,41,paid,FR,2023-12-11 01:43:35.902181
1880,91,paid,BR,2023-10-08 23:58:34.726232
1881,77,free,US,2023-09-02 12:03:58.682753
1882,43,paid,US,2023-05-29 01:11:24.631665
1883,67,free,US,2023-08-14 02:55:29.5832
1884,59,paid,US,2023-10-28 21:16:42.304825
1885,44,free,BR,2023-01-08 08:21:01.17175
1886,73,paid,US,2023-06-15 17:23:28.448685
1887,34,paid,IF,2023-06-28 08:02:04.928548
1888,75,free,US,2023-06-14 01:18:56.830497
